小类编码,小类名称,商品单价
120106,菌菇类,5.5
201303,火锅底料,14.3
230301,柳橙饮料,2.9
300101,地板清洁剂,12.9
301301,成人牙膏,19.9
220702,奶糖,1.9
301101,护肤用品,27.9
100101,鲜猪肉,29.8
200709,粉丝/条,6.8
120102,根茎,1.96
200902,功能盐,2.3
120104,花果,9
230101,可乐型,2.8
220202,蛋糕,7.9
230304,植物蛋白饮料,3.8
120104,花果,5.8
331908,铅笔/活动铅笔,7.9
120104,花果,9
200501,挂面,5.3
200601,散称白米,5.58
220603,禽肉,4.5
120301,柑桔柚类,2
220605,鱼类,6.9
220605,鱼类,6.9
120109,其它蔬菜,2
120101,叶菜,12
120307,蕉类,9.98
301801,日用卫生巾,7.7
210303,咖啡伴侣,11.3
220801,无糖口香糖,5.2
220205,中式糕点,25
220512,豆类,4.3
120201,豆腐,2.96
220513,香瓜子,3.2
220302,袋装薯片,4
301802,夜用卫生巾,8.7
200809,淀/酵/碱粉,1.3
200905,红糖,7.9
220201,派,9.9
200605,饺子粉,35.9
220205,中式糕点,18.9
151701,猪肉火腿肠,13.3
150103,块状火腿,3.9
120104,花果,1.98
120104,花果,9.96
230703,纯味酸乳饮,4.5
120102,根茎,2.56
120104,花果,9.6
120201,豆腐,2
200601,散称白米,5.58
120102,根茎,3.96
120204,豆干豆皮,5
221003,杯装果冻,4
220405,山楂,4.9
150304,冷藏腌泡菜,13.9
210202,包装茶,7.7
120105,鲜调味,3.56
210402,奶茶饮品,3.2
220107,酥性,4.3
120309,进口水果,17.6
120309,进口水果,17.6
220799,其他糖果,2
311801,手套,8
120102,根茎,7.8
220102,夹心,5.3
120204,豆干豆皮,7.76
220102,夹心,5.3
220902,夹心巧克力,3.3
210499,其他冲饮品,15.5
120301,柑桔柚类,3.98
120313,其它水果,10
120105,鲜调味,3.56
220801,无糖口香糖,10.9
220102,夹心,4.3
230304,植物蛋白饮料,2
151399,其它包子馒头,14.3
200607,杂粮,15.8
201301,番茄酱,7.9
152101,新鲜蛋品,6.78
220107,酥性,4.3
120101,叶菜,6.56
120106,菌菇类,9
200807,调理粉,7.3
200807,调理粉,6.9
220202,蛋糕,8.9
120105,鲜调味,15.6
200705,桂圆,19.8
151899,其他常温乳品,3
221202,无糖休闲食品,16.9
120106,菌菇类,6.56
220802,有糖口香糖,9.7
230304,植物蛋白饮料,13.7
150802,冷冻年糕,5.5
120102,根茎,3.96
120106,菌菇类,6.56
120102,根茎,2.56
200607,杂粮,5.9
200809,淀/酵/碱粉,1.3
120102,根茎,3.96
120102,根茎,7.8
120104,花果,7.6
220405,山楂,4.5
200801,99%味精,3.9
220208,散称糕点,15.8
220507,果片,6.5
120102,根茎,5
200902,功能盐,3.2
151813,利乐砖乳酸菌,5.3
120313,其它水果,11.98
130801,现制蒸类,0.5
220111,趣味/休闲,4.3
120109,其它蔬菜,2
200299,其他袋装面组,5.9
200705,桂圆,19.8
230304,植物蛋白饮料,3.8
230704,加味酸乳饮,4.5
120301,柑桔柚类,2
220202,蛋糕,10.5
220703,软糖,5.9
220110,简装/压缩,19.8
120306,桃/李类,9.96
120201,豆腐,2.96
220513,香瓜子,6.9
120101,叶菜,5.6
220710,棒糖,3.2
201404,蔬菜,1.9
220102,夹心,5.3
220199,其他饼干,5.7
220513,香瓜子,13.8
200807,调理粉,2.9
220299,其他糕点,6.9
120101,叶菜,5.8
220112,饼干礼盒,15.9
220303,罐装薯片,7.9
120101,叶菜,5.6
200104,海鲜口味,3
201107,滴醋,8.2
221101,进口休闲食品,15.8
221202,无糖休闲食品,38
200301,牛肉口味,4
100101,鲜猪肉,27.8
200803,鸡精,8.9
340202,简装女内裤,14.5
120102,根茎,5
120101,叶菜,1.96
120102,根茎,3.96
201403,笋类,1.7
220302,袋装薯片,4
200501,挂面,8.5
301805,套装卫生巾,9.9
150801,冷冻面食,13.9
120102,根茎,3.8
120106,菌菇类,9
300601,洗衣粉,18.9
301603,无芯纸,1.7
220208,散称糕点,39.8
220513,香瓜子,13.8
220111,趣味/休闲,7
301603,无芯纸,15.5
200101,牛肉口味,3
332201,固体胶,1.3
200606,豆,13.8
332102,修正液/带,4.7
200802,80%味精,1.9
300604,洗衣皂,24.9
120205,豆类料理,12
100404,调味鸡肉,19.6
120102,根茎,7.8
120307,蕉类,5.96
120102,根茎,3.96
230704,加味酸乳饮,5
201111,料酒,6.7
220111,趣味/休闲,4.9
100104,猪骨,25.8
200503,儿童挂面,6.7
151701,猪肉火腿肠,16.3
120101,叶菜,2.56
120102,根茎,5
301603,无芯纸,10.9
230502,国产矿水,1.9
120101,叶菜,2.56
150101,香肠类,15.9
120104,花果,12
120104,花果,12
300206,餐具清洁剂,4.9
130801,现制蒸类,0.5
120101,叶菜,1.96
201302,辣酱,10.7
150305,冷藏面食类,5.7
220199,其他饼干,59.8
220999,其他巧克力,37.8
220608,肉松,9.5
120104,花果,5.8
120101,叶菜,5.6
130801,现制蒸类,6
200701,木耳,89.8
301802,夜用卫生巾,4.5
100101,鲜猪肉,29.8
151701,猪肉火腿肠,13.3
120102,根茎,1.8
120102,根茎,5
340802,男绅士袜,10
120105,鲜调味,6.56
300203,消毒剂,3.5
120101,叶菜,6
220514,西瓜子,35
120201,豆腐,1.5
301802,夜用卫生巾,1.5
301303,成人牙刷,24.7
120101,叶菜,4.98
120201,豆腐,2.96
120101,叶菜,5.56
120102,根茎,3.96
301609,湿巾纸,3.9
301801,日用卫生巾,7.7
120102,根茎,7.6
201002,调和油,59.9
201103,凉拌酱油,11.3
151701,猪肉火腿肠,16.3
220801,无糖口香糖,10.4
120204,豆干豆皮,7.76
120201,豆腐,1.5
120103,芽菜,1.48
130101,凉拌素食,20
200807,调理粉,3.7
201302,辣酱,6.7
120301,柑桔柚类,2
150503,冷藏果粒酸乳,4.9
200903,绵白糖,5.9
120104,花果,5.6
201306,甜面/豆瓣酱,6.7
301606,手帕纸,12.9
100404,调味鸡肉,19.6
120104,花果,9.96
120103,芽菜,1.76
120301,柑桔柚类,11.98
220699,其他即食熟制品,8.3
301608,软抽纸巾,11.7
220106,钙奶,21.9
120104,花果,9.6
201001,大豆油,49.9
120109,其它蔬菜,7.96
150199,其它肠类,12.3
150503,冷藏果粒酸乳,8.9
220904,牛奶巧克力,17
120104,花果,1.98
200501,挂面,9.9
120102,根茎,4
311604,保鲜袋,4
200709,粉丝/条,3.9
301701,儿童纸尿裤,33.7
300602,洗衣液,16.9
120102,根茎,2.56
100504,加工鸭肉,23
152101,新鲜蛋品,6.78
300801,洗发水,35.9
120303,梨类,4
200601,散称白米,5.58
120313,其它水果,25.8
151802,利乐砖加味奶,3.5
120309,进口水果,17.6
120102,根茎,16
120301,柑桔柚类,11.98
120102,根茎,3.8
301802,夜用卫生巾,6.3
220606,海苔,2.2
301303,成人牙刷,25.9
301301,成人牙膏,26.9
120201,豆腐,1.5
200701,木耳,89.8
150302,冷藏禽类,55
301603,无芯纸,15.5
120102,根茎,1.96
221202,无糖休闲食品,24
200601,散称白米,4.2
220401,葡萄干,10.9
120309,进口水果,17.6
340899,其他男袜,14
120102,根茎,7.8
120102,根茎,1.96
120204,豆干豆皮,7.76
120104,花果,5.8
220101,苏打,3.2
200501,挂面,6.3
120104,花果,3.16
150305,冷藏面食类,8.3
130801,现制蒸类,6
301603,无芯纸,15.7
120204,豆干豆皮,9.96
301603,无芯纸,24.9
120104,花果,2.58
201401,榨菜,0.5
120106,菌菇类,9
120104,花果,4.98
150801,冷冻面食,13.9
120101,叶菜,5.8
300701,香皂,3.5
220502,带壳花生,11.8
200704,蔬菜,70
120106,菌菇类,18
200704,蔬菜,70
151802,利乐砖加味奶,3.5
120302,苹果类,11.98
152101,新鲜蛋品,11.9
120104,花果,2.58
120104,花果,3.16
200709,粉丝/条,6.8
210402,奶茶饮品,4.9
201003,花生油,72
311604,保鲜袋,4
220101,苏打,3.5
120101,叶菜,1.96
120102,根茎,3.96
120102,根茎,1.8
220513,香瓜子,6.5
200601,散称白米,5.58
120104,花果,9.96
200809,淀/酵/碱粉,2.9
150504,冷藏乳酸菌,12.9
200701,木耳,89.8
120104,花果,1.6
120104,花果,2.58
120104,花果,12
120104,花果,9.6
230704,加味酸乳饮,4.3
120101,叶菜,6.56
120103,芽菜,1.76
120103,芽菜,1.48
120313,其它水果,25.8
200204,海鲜口味,14.7
120105,鲜调味,5.98
120302,苹果类,11.98
200607,杂粮,9.9
120201,豆腐,1.5
120104,花果,2.58
120101,叶菜,12
120309,进口水果,17.6
220201,派,9.7
120105,鲜调味,3.56
311604,保鲜袋,10
100101,鲜猪肉,29.8
120101,叶菜,6.56
201107,滴醋,4.2
151299,其它汤圆,5.9
200809,淀/酵/碱粉,2.9
201111,料酒,3.9
151801,利乐砖纯奶,65
120201,豆腐,1.5
120104,花果,5.8
220299,其他糕点,19.8
301603,无芯纸,13.9
150504,冷藏乳酸菌,11
100104,猪骨,23.8
120105,鲜调味,6.56
301801,日用卫生巾,4.3
200603,常规面粉,21.9
130801,现制蒸类,6
150502,冷藏加味酸乳,7.5
120104,花果,2.58
311402,一次性台布手套,10
200705,桂圆,20.3
130101,凉拌素食,20
120104,花果,1.6
120102,根茎,7.6
200803,鸡精,8.5
120104,花果,1.98
200809,淀/酵/碱粉,5.3
120102,根茎,1.8
220106,钙奶,21.9
301804,卫生护垫,11.9
120101,叶菜,5.8
301301,成人牙膏,26.9
100101,鲜猪肉,29.8
210402,奶茶饮品,4.2
311204,塑料盆,13
220301,米制点心,3.8
120307,蕉类,9.98
120313,其它水果,25.8
120301,柑桔柚类,2
201403,笋类,2.3
220202,蛋糕,11.9
151801,利乐砖纯奶,4.9
120103,芽菜,2.78
150801,冷冻面食,13.9
210301,咖啡,9.9
220299,其他糕点,45.6
301603,无芯纸,15.5
201103,凉拌酱油,6.9
120104,花果,7.96
120102,根茎,2.56
120205,豆类料理,5.8
100101,鲜猪肉,29.8
120102,根茎,3.96
120102,根茎,2.56
120101,叶菜,5.6
120102,根茎,1.8
120303,梨类,3.18
201109,白醋,2.9
120102,根茎,5.56
120104,花果,5.8
201303,火锅底料,7.5
120101,叶菜,12
120104,花果,9.6
120104,花果,5.8
100101,鲜猪肉,27.8
301802,夜用卫生巾,8.7
120105,鲜调味,3.56
200607,杂粮,18.3
130801,现制蒸类,6
120301,柑桔柚类,3.98
200602,袋装白米,49.9
120102,根茎,3.96
210301,咖啡,15.3
220401,葡萄干,35.8
120102,根茎,7.6
201111,料酒,1.9
152101,新鲜蛋品,6.78
120103,芽菜,1.76
210202,包装茶,28.7
120201,豆腐,1.5
201404,蔬菜,5.9
120102,根茎,6.56
201404,蔬菜,4.3
200706,红枣,37.8
120101,叶菜,5.56
120301,柑桔柚类,2
201404,蔬菜,8.2
300602,洗衣液,7.9
120101,叶菜,5.6
220201,派,9.9
120313,其它水果,5.96
120102,根茎,2.56
200608,杂粮粉,9.9
201201,芝麻油,22.3
220302,袋装薯片,6
220405,山楂,5.5
120101,叶菜,2.56
200703,菇类,124
230501,国产纯水,3.5
230901,国产黄啤,3.7
332112,计算器,42
120104,花果,9.96
220406,地瓜,27.8
120104,花果,2.58
200605,饺子粉,19.9
120104,花果,5.6
120102,根茎,3.96
200602,袋装白米,57.9
220599,其他炒货,35.8
230101,可乐型,2.8
120309,进口水果,17.6
100101,鲜猪肉,29.8
120105,鲜调味,15.6
220599,其他炒货,35
120102,根茎,1.8
210502,豆奶粉,18.3
301801,日用卫生巾,4.3
200902,功能盐,2.3
301603,无芯纸,1.9
120307,蕉类,5.96
301303,成人牙刷,7.9
220513,香瓜子,8.6
301603,无芯纸,17.7
150503,冷藏果粒酸乳,4.9
120109,其它蔬菜,7.96
120307,蕉类,5.96
120101,叶菜,5.6
230901,国产黄啤,2.2
321710,节能光源,18.5
120309,进口水果,17.6
301606,手帕纸,5.9
100101,鲜猪肉,29.8
220204,沙琪玛,13.7
311803,马桶刷/抽子,20
120313,其它水果,30
120102,根茎,6.56
301206,化妆品工具,18.9
120104,花果,9.6
151805,利乐枕纯奶,2.7
120104,花果,4.98
201111,料酒,5.9
152101,新鲜蛋品,19.8
120104,花果,1.98
301801,日用卫生巾,12.9
150504,冷藏乳酸菌,12.9
220402,枣,5.7
151805,利乐枕纯奶,2.7
120104,花果,2.58
200809,淀/酵/碱粉,1.3
100202,熟牛肉,80
120104,花果,12
120109,其它蔬菜,2
201101,老抽酱油,5.7
120102,根茎,2.56
150305,冷藏面食类,8.3
220801,无糖口香糖,10.9
301608,软抽纸巾,15.9
200501,挂面,1.7
120104,花果,5.8
151805,利乐枕纯奶,2.7
100504,加工鸭肉,1.6
120101,叶菜,12
201303,火锅底料,6.9
120101,叶菜,2.56
150802,冷冻年糕,6.7
200601,散称白米,5.58
120104,花果,9
120306,桃/李类,9.96
300206,餐具清洁剂,14.9
120102,根茎,5
120106,菌菇类,18
200904,白砂糖,7.7
130101,凉拌素食,20
301805,套装卫生巾,11.9
220111,趣味/休闲,5.9
120102,根茎,3.96
120104,花果,7.8
151701,猪肉火腿肠,13.3
201404,蔬菜,1.7
301606,手帕纸,7.9
120104,花果,9.6
120303,梨类,11.98
150801,冷冻面食,18.9
120106,菌菇类,7.47
151503,火锅丸类,32.6
120301,柑桔柚类,10
120101,叶菜,2.56
220101,苏打,3.9
120104,花果,9.6
120104,花果,1.8
201401,榨菜,0.5
120104,花果,9.6
201301,番茄酱,3.9
100104,猪骨,25.6
220299,其他糕点,6.9
120102,根茎,5.8
301804,卫生护垫,5.7
200599,其他煮食面/粉,4.9
210402,奶茶饮品,4.9
301602,平板纸,3.7
120104,花果,1.6
120313,其它水果,23
220111,趣味/休闲,4.5
150501,冷藏原味酸乳,8.6
220103,威化,19.8
120201,豆腐,2.96
220301,米制点心,4.5
120301,柑桔柚类,11.98
120302,苹果类,17.8
201302,辣酱,7.7
220902,夹心巧克力,14.3
200201,牛肉口味,14.7
220405,山楂,3.9
120101,叶菜,6
120106,菌菇类,6.56
312205,马桶垫,9
120501,咸菜干货,2
120301,柑桔柚类,11.98
220605,鱼类,5.9
120313,其它水果,23
120309,进口水果,17.6
301801,日用卫生巾,4.3
120204,豆干豆皮,7.76
120303,梨类,3.18
312205,马桶垫,9
311903,搓澡巾及手套,11
201401,榨菜,0.5
151701,猪肉火腿肠,16.3
210502,豆奶粉,24.3
120102,根茎,3.96
120301,柑桔柚类,2
201401,榨菜,1.9
120106,菌菇类,16.8
311406,牙签/牙签合/水,4.9
120102,根茎,2.56
120102,根茎,56
301303,成人牙刷,4.9
340802,男绅士袜,14.5
120102,根茎,3.96
120301,柑桔柚类,2
120313,其它水果,30
221003,杯装果冻,4
120307,蕉类,5.96
120307,蕉类,5.96
200901,普通盐,1.5
201303,火锅底料,14.3
220106,钙奶,2.9
150599,其它冷藏乳品,5.5
201502,水果罐头,4.9
220108,粗粮/蔬菜,3.7
230401,红茶,2.5
151803,利乐砖营养奶,10.4
200506,蔬菜挂面,10.7
152101,新鲜蛋品,6.78
301609,湿巾纸,3.9
120109,其它蔬菜,2
120102,根茎,4
220302,袋装薯片,3.3
220801,无糖口香糖,10
120102,根茎,3.96
152101,新鲜蛋品,6.78
130101,凉拌素食,20
120307,蕉类,9.98
120104,花果,7.96
152101,新鲜蛋品,6.78
120302,苹果类,17.8
200501,挂面,2.9
220499,其他蜜饯,4.5
150504,冷藏乳酸菌,5
200501,挂面,5.3
220208,散称糕点,19.8
220108,粗粮/蔬菜,3.7
150802,冷冻年糕,5.5
200806,香辛料,26
120102,根茎,3.8
301802,夜用卫生巾,5.7
120105,鲜调味,6.56
120313,其它水果,25.8
120102,根茎,7.8
120104,花果,1.98
220199,其他饼干,39.8
301804,卫生护垫,4.7
301804,卫生护垫,4.7
301301,成人牙膏,3.7
120101,叶菜,6
120101,叶菜,5.6
201303,火锅底料,9.5
120101,叶菜,12
341206,双人电热毯,109
120309,进口水果,17.6
120104,花果,9.6
201104,其他酱油,12.3
220709,玩具糖,1
220708,凝胶糖,3
301607,盒装面纸,14.7
151299,其它汤圆,8.3
201111,料酒,3.9
120102,根茎,7.8
120104,花果,5.8
120501,咸菜干货,2
220111,趣味/休闲,3.7
201103,凉拌酱油,1.3
200905,红糖,4.9
300206,餐具清洁剂,19.9
120101,叶菜,6
120106,菌菇类,6.56
201401,榨菜,0.5
220708,凝胶糖,13
221004,立袋可吸果冻,3.3
120104,花果,2.58
152101,新鲜蛋品,6.78
151809,百利包纯奶,2.1
220202,蛋糕,51.6
120309,进口水果,17.6
120105,鲜调味,15.6
120204,豆干豆皮,7.76
120309,进口水果,17.6
110301,干货鱼类,17.8
120101,叶菜,1.96
120307,蕉类,5.96
301802,夜用卫生巾,8.9
331903,中性笔,12.9
120101,叶菜,12
201301,番茄酱,7.9
220302,袋装薯片,2.5
120103,芽菜,2.78
301802,夜用卫生巾,4.9
120101,叶菜,3.96
120101,叶菜,12
201111,料酒,4.3
200201,牛肉口味,22.5
301301,成人牙膏,16.9
120104,花果,5.8
151503,火锅丸类,32.6
120102,根茎,1.8
120104,花果,5.8
120301,柑桔柚类,2
120102,根茎,3.96
152101,新鲜蛋品,6.78
200104,海鲜口味,3
120501,咸菜干货,2
201302,辣酱,7.9
120102,根茎,5
301602,平板纸,3.7
220298,进口糕点,12.9
100101,鲜猪肉,29.8
220111,趣味/休闲,4.3
120103,芽菜,1.48
201003,花生油,109
120101,叶菜,4.98
130201,卤制畜类,76
120302,苹果类,17.8
200103,禽肉口味,3
151809,百利包纯奶,2.1
220513,香瓜子,6.5
220102,夹心,6.9
120301,柑桔柚类,7.98
152101,新鲜蛋品,6.78
311901,皂盒,5
120101,叶菜,12
301302,儿童牙膏,29.9
120303,梨类,3.18
201002,调和油,84.9
151801,利乐砖纯奶,3
220202,蛋糕,15.9
120101,叶菜,5.56
200807,调理粉,6.9
311499,其他一次性用品,6.5
220708,凝胶糖,3
220406,地瓜,27.8
120106,菌菇类,6.56
220904,牛奶巧克力,6.8
120102,根茎,5.8
130101,凉拌素食,20
231602,国产省外香烟,14
200102,猪肉口味,3
120104,花果,5.8
301602,平板纸,3.7
120102,根茎,7.6
151813,利乐砖乳酸菌,5.5
200603,常规面粉,32.9
200601,散称白米,4.2
120104,花果,1.98
120105,鲜调味,15.6
220605,鱼类,13.5
220904,牛奶巧克力,8
300801,洗发水,43.9
300206,餐具清洁剂,9.9
220305,粟米类,2.9
221004,立袋可吸果冻,3.5
120501,咸菜干货,2
151503,火锅丸类,32.6
201301,番茄酱,3.9
120201,豆腐,2
220106,钙奶,4.7
200101,牛肉口味,3
220699,其他即食熟制品,2.7
120102,根茎,7.8
220202,蛋糕,6.9
120309,进口水果,17.6
120301,柑桔柚类,11.98
220302,袋装薯片,4
120104,花果,2.58
201405,腐乳,6.7
322701,干电池,4.5
120309,进口水果,17.6
150101,香肠类,2.3
120101,叶菜,4.98
300801,洗发水,47
120309,进口水果,17.6
220513,香瓜子,8.6
120313,其它水果,25.8
120101,叶菜,2.56
301804,卫生护垫,5.9
150199,其它肠类,7.5
120201,豆腐,1.5
120102,根茎,3.96
120102,根茎,7.8
120104,花果,1.98
200607,杂粮,11.8
150504,冷藏乳酸菌,12.9
151801,利乐砖纯奶,7.1
221003,杯装果冻,4.2
120301,柑桔柚类,9
221003,杯装果冻,4.5
300802,润发护发,18.9
120101,叶菜,5.56
120101,叶菜,5.56
120301,柑桔柚类,2
151299,其它汤圆,8.3
120105,鲜调味,5.98
120102,根茎,1.96
220104,曲奇,6.9
201501,八宝粥,3.2
151099,其它水饺,8.3
120104,花果,5.8
301603,无芯纸,17.7
301603,无芯纸,24.9
151809,百利包纯奶,2.1
151805,利乐枕纯奶,2.7
301607,盒装面纸,11.7
311401,一次性杯子,3.9
120101,叶菜,6.56
220802,有糖口香糖,9.7
120302,苹果类,17.8
220707,棉花糖,4.2
230901,国产黄啤,2.2
301301,成人牙膏,9.9
300801,洗发水,40
200203,禽肉口味,7.5
220205,中式糕点,8.3
220302,袋装薯片,2.5
120205,豆类料理,27.2
120103,芽菜,1.48
120102,根茎,5.8
120102,根茎,2.56
200105,干脆面,0.5
120106,菌菇类,9
120101,叶菜,1.96
120104,花果,7.6
220403,梅,2.7
201299,其它调味油,7.6
120104,花果,9.6
120102,根茎,7.6
120305,瓜类,19.8
120103,芽菜,1.48
120106,菌菇类,9
120501,咸菜干货,2
220508,松子,110
120201,豆腐,1.5
210199,其他成人奶粉,36
200607,杂粮,11.8
152101,新鲜蛋品,6.78
130101,凉拌素食,20
120204,豆干豆皮,9.96
220403,梅,4.2
221003,杯装果冻,4.2
120303,梨类,15.96
200104,海鲜口味,3
150504,冷藏乳酸菌,12.9
220513,香瓜子,8.7
120301,柑桔柚类,10
201404,蔬菜,2.7
200505,鸡蛋挂面,7.9
200607,杂粮,13.8
120102,根茎,7.8
120102,根茎,16
301608,软抽纸巾,17.9
210402,奶茶饮品,3.2
151901,外送咸面包,2.3
220302,袋装薯片,5.9
301601,卷筒纸,32.9
120302,苹果类,10
301304,儿童牙刷,4
332203,封箱胶带配件,8.3
332205,双面胶,2.3
301801,日用卫生巾,9.5
200807,调理粉,2.9
100404,调味鸡肉,19.6
200301,牛肉口味,5.5
100101,鲜猪肉,29.8
301603,无芯纸,24.9
220902,夹心巧克力,14.3
230305,混合果汁饮料,7.9
201307,芝/花生调酱,15.3
220399,其他膨化点心,10.9
301608,软抽纸巾,15.9
201302,辣酱,7.9
210202,包装茶,28.7
311499,其他一次性用品,1.5
201302,辣酱,10.3
210402,奶茶饮品,4.9
120301,柑桔柚类,10
120302,苹果类,11.98
220302,袋装薯片,3.3
120105,鲜调味,6.56
120313,其它水果,10
301301,成人牙膏,8.9
220106,钙奶,4.7
220208,散称糕点,23.8
120104,花果,1.98
100105,调味猪肉,19.6
120102,根茎,3.96
220799,其他糖果,25.6
120104,花果,1.98
120205,豆类料理,27.2
220208,散称糕点,27.8
300606,衣物柔顺剂,19.9
120104,花果,1.98
152101,新鲜蛋品,6.78
120104,花果,12
120307,蕉类,9.98
120106,菌菇类,6.56
301603,无芯纸,15.5
120104,花果,9.96
120104,花果,9.6
220302,袋装薯片,2.4
220307,进口膨化,7.9
200105,干脆面,0.5
120104,花果,7.6
301801,日用卫生巾,5.7
220107,酥性,19.6
220710,棒糖,0.5
301603,无芯纸,1.7
220301,米制点心,27.8
120101,叶菜,2.56
220513,香瓜子,3
130101,凉拌素食,20
220106,钙奶,3.7
120301,柑桔柚类,6.98
210601,蜂蜜,21.9
301608,软抽纸巾,15.9
150101,香肠类,2.3
220510,地瓜干,4.9
310204,锅盖/配件,10
200501,挂面,7.9
201104,其他酱油,11.3
221202,无糖休闲食品,41
200709,粉丝/条,6.8
120104,花果,1.98
201001,大豆油,59.9
201402,瓜类,7.3
220205,中式糕点,14.3
200907,功能糖,9.9
120104,花果,6.56
301801,日用卫生巾,4.9
231099,其他葡萄果酒,13.9
221202,无糖休闲食品,25
152101,新鲜蛋品,6.78
151704,蔬菜火腿肠,1.3
230703,纯味酸乳饮,2.2
200301,牛肉口味,5.5
120101,叶菜,1.96
220508,松子,110
301304,儿童牙刷,6.9
200906,冰糖,5.9
120102,根茎,2.56
120101,叶菜,2.56
120101,叶菜,6
331903,中性笔,3
300701,香皂,4.9
331403,音乐类,62
220201,派,29.9
120102,根茎,5.56
100504,加工鸭肉,1.6
120204,豆干豆皮,7.76
120201,豆腐,1.5
200501,挂面,3.3
340901,枕套,17
220504,开心果,105.8
340301,盒装男内裤,60
120104,花果,9.96
120102,根茎,7.8
210202,包装茶,22.7
200806,香辛料,23
152101,新鲜蛋品,8.5
120106,菌菇类,9
201504,鱼类罐头,9.9
120102,根茎,3.96
300704,沐浴露,22.9
120102,根茎,3.96
200902,功能盐,2.3
301603,无芯纸,15.5
220499,其他蜜饯,1
220302,袋装薯片,2.5
150505,冷藏营养酸乳,11.9
100101,鲜猪肉,19.8
120107,有机蔬菜,5
150304,冷藏腌泡菜,24.7
120104,花果,2.58
120303,梨类,3.18
210506,莲子/桂圆_,24.3
120101,叶菜,3.96
100101,鲜猪肉,29.8
200807,调理粉,4.7
